50,10,0.19907546043395996
50,50,0.5894355773925781
50,100,1.123650074005127
50,500,5.853800058364868
100,10,0.2331230640411377
100,50,0.7462573051452637
100,100,1.531757116317749
100,500,6.176526784896851
500,10,0.24803662300109863
500,50,0.8060109615325928
500,100,1.4622738361358643
500,500,6.392800569534302
1000,10,0.22924542427062988
1000,50,0.7550268173217773
1000,100,1.4184036254882812
1000,500,6.287355184555054
5000,10,0.24114227294921875
5000,50,0.7779750823974609
5000,100,1.5654284954071045
5000,500,7.123762130737305
10000,10,0.2631347179412842
10000,50,0.8242168426513672
10000,100,1.5414531230926514
10000,500,7.146915435791016
50000,10,0.28241467475891113
50000,50,0.9496514797210693
50000,100,1.9398224353790283
50000,500,9.802335977554321
100000,10,0.3731987476348877
100000,50,1.1698148250579834
100000,100,2.301439046859741
100000,500,13.490181922912598
500000,10,0.7164492607116699
500000,50,3.407712936401367
500000,100,6.2975523471832275
500000,500,48.98827028274536
1000000,10,1.3578717708587646
1000000,50,6.111038684844971
5000000,10,4.260914325714111
