50,10,0.459259033203125
50,50,0.46817851066589355
50,100,0.8086774349212646
50,500,3.7581112384796143
100,10,0.17415738105773926
100,50,0.4611389636993408
100,100,0.9108617305755615
100,500,4.140055418014526
500,10,0.20619750022888184
500,50,0.5518739223480225
500,100,1.0217924118041992
500,500,4.292335271835327
1000,10,0.17646121978759766
1000,50,0.5283412933349609
1000,100,1.060950517654419
1000,500,4.774334669113159
5000,10,0.18444395065307617
5000,50,0.5700359344482422
5000,100,1.2703649997711182
5000,500,4.988771677017212
10000,10,0.20488429069519043
10000,50,0.6206045150756836
10000,100,1.1422665119171143
10000,500,5.381372928619385
50000,10,0.23475861549377441
50000,50,1.0501866340637207
50000,100,1.942167043685913
50000,500,18.94916796684265
100000,10,0.6792271137237549
100000,50,1.5648181438446045
100000,100,2.9944636821746826
100000,500,69.76826739311218
500000,10,6.973090410232544
500000,50,25.07908844947815
500000,100,79.85675740242004
500000,500,1393.0177338123322
1000000,10,54.27154016494751
1000000,50,118.33461856842041
5000000,10,52.950294971466064
