50,10,0.03793215751647949
50,50,0.0013675689697265625
50,100,0.0014121532440185547
50,500,0.0019965171813964844
50,1000,0.003022909164428711
50,5000,0.009908199310302734
50,10000,0.01659250259399414
50,50000,0.0679473876953125
50,100000,0.1260693073272705
100,10,0.0018546581268310547
100,50,0.0012340545654296875
100,100,0.0011887550354003906
100,500,0.0013113021850585938
100,1000,0.0016465187072753906
100,5000,0.0031464099884033203
100,10000,0.002233743667602539
100,50000,0.005143165588378906
100,100000,0.008486509323120117
500,10,0.0014755725860595703
500,50,0.0014286041259765625
500,100,0.0014595985412597656
500,500,0.0015141963958740234
500,1000,0.0016548633575439453
500,5000,0.0033316612243652344
500,10000,0.005606174468994141
500,50000,0.025825023651123047
500,100000,0.026766538619995117
1000,10,0.0026950836181640625
1000,50,0.0015468597412109375
1000,100,0.0014414787292480469
1000,500,0.001668691635131836
1000,1000,0.0017282962799072266
1000,5000,0.007575511932373047
1000,10000,0.0066471099853515625
1000,50000,0.08026790618896484
1000,100000,0.11767911911010742
5000,10,0.0027704238891601562
5000,50,0.0021820068359375
5000,100,0.0020728111267089844
5000,500,0.0027801990509033203
5000,1000,0.002966165542602539
5000,5000,0.010201215744018555
5000,10000,0.024607419967651367
50000,10,0.543858528137207
50000,50,0.0350031852722168
50000,100,0.015216350555419922
50000,500,0.017843008041381836
50000,1000,0.12046003341674805
100000,10,0.02954888343811035
100000,50,0.019655942916870117
100000,100,0.0433201789855957
100000,500,0.2092435359954834
100000,1000,10.062908172607422
500000,10,0.1287546157836914
500000,50,0.07770681381225586
500000,100,0.12193512916564941
1000000,10,0.1442115306854248
1000000,50,0.22845101356506348
5000000,10,0.5008234977722168
