rows,cols,time
1,30,0.7310719490051271
23,30,0.8440139293670654
230,30,0.3037393093109131
2306,30,0.32455968856811523
4600,30,0.35157275199890137
11500,30,0.30897021293640137
23000,30,0.31737637519836426
45000,30,0.3383462429046631
112293,30,0.5015296936035156
230923,30,0.588733434677124
461844,30,0.9409613609313964
1160406,30,1.9942777156829836
