rows,cols,time
1,30,0.6490461826324463
23,30,2.0600018501281743
230,30,3.0678708553314213
2306,30,3.5199511051177983
4600,30,3.397519826889038
11500,30,3.916249036788941
23000,30,3.6849286556243896
45000,30,3.649050951004028
112293,30,3.904316902160645
230923,30,4.048945426940918
461844,30,4.602086067199707
1160406,30,6.026316404342651
