rows,cols,time
1,30,0.16455912590026855
23,30,1.417443037033081
230,30,2.555170774459839
2306,30,2.3269195556640625
4600,30,2.8038525581359863
11500,30,2.737038373947144
23000,30,2.677974224090576
45000,30,2.791491270065308
112293,30,2.8619780540466313
230923,30,4.2223734855651855
461844,30,6.194130897521973
1160406,30,14.01978635787964
