rows,cols,time
1,30,0.054656982421875
23,30,0.2089548110961914
230,30,0.26223063468933105
2306,30,0.2776796817779541
4600,30,0.2722330093383789
11500,30,0.3822216987609863
23000,30,0.3164055347442627
45000,30,0.31642746925354004
112293,30,0.4394364356994629
230923,30,0.5383827686309814
461844,30,0.8529586791992188
1160406,30,1.7660787105560305
