rows,cols,time
1,30,0.05967044830322265
23,30,0.42975664138793945
230,30,0.6860010623931885
2306,30,0.5312311649322511
4600,30,0.5226526260375977
11500,30,0.5876939296722412
23000,30,0.6054978370666504
45000,30,0.7082197666168213
112293,30,0.8434135913848877
230923,30,1.1031601428985596
461844,30,1.7261557579040527
1160406,30,3.6646714210510254
