rows,cols,time
1,30,0.0021278858184814453
23,30,0.0019109249114990234
230,30,0.0024869441986083984
2306,30,0.012327432632446287
4600,30,0.022440671920776367
11500,30,0.06051468849182129
23000,30,0.2553367614746094
45000,30,0.5098216533660889
112293,30,0.64615797996521
230923,30,1.366203784942627
461844,30,2.707340240478516
1160406,30,6.465738296508789
