rows,cols,time
2306,30,0.060770750045776374
4600,30,0.2109065055847168
11500,30,1.4353947639465332
23000,30,9.548653841018675
45000,30,53.05388116836548
112293,30,326.1513502597809
230923,30,1602.5160813331604
