rows,cols,time
1,30,0.014934301376342772
23,30,0.003846883773803711
230,30,0.005396604537963867
2306,30,0.008113861083984375
4600,30,0.013258218765258787
11500,30,0.03171968460083008
23000,30,0.049447059631347656
45000,30,0.06583523750305176
112293,30,0.11074423789978027
230923,30,0.2234950065612793
461844,30,0.4448020458221436
1160406,30,1.10608172416687
