rows,cols,time
1,30,0.17597699165344238
23,30,0.3769383430480957
230,30,0.5380661487579346
2306,30,0.4964680671691895
4600,30,0.5015983581542969
11500,30,0.6040797233581543
23000,30,0.5685954093933105
45000,30,0.6007728576660156
112293,30,0.7703733444213867
230923,30,1.196324586868286
461844,30,2.0508866310119633
1160406,30,4.656773328781128
