rows,cols,time
1,30,0.009506464004516602
23,30,0.009097576141357422
230,30,0.010315179824829102
2306,30,0.011421680450439451
4600,30,0.012882709503173828
11500,30,0.02563095092773437
23000,30,0.03653097152709961
45000,30,0.07101941108703612
112293,30,0.1428971290588379
230923,30,0.3343310356140137
461844,30,0.8283877372741699
1160406,30,2.1189894676208496
