rows,cols,time
1,30,0.001730203628540039
23,30,0.0012602806091308596
230,30,0.0033767223358154297
2306,30,0.010740280151367188
4600,30,0.019071340560913086
11500,30,0.04977726936340332
23000,30,0.22363805770874026
45000,30,0.4995949268341065
112293,30,0.6736290454864502
230923,30,1.2227425575256348
461844,30,2.985276699066162
1160406,30,6.7562243938446045
