50,10,0.7097225189208984
50,50,0.41153740882873535
50,100,0.42660093307495117
50,500,0.6858432292938232
50,1000,1.3481061458587646
50,5000,5.457056760787964
50,10000,9.433140754699707
100,10,0.5041577816009521
100,50,0.506706953048706
100,100,0.5605988502502441
100,500,1.0823769569396973
100,1000,1.383211612701416
100,5000,5.8647730350494385
100,10000,11.318115949630737
500,10,0.5060532093048096
500,50,0.5391695499420166
500,100,0.5759224891662598
500,500,0.8235032558441162
500,1000,1.572709321975708
500,5000,6.752957582473755
500,10000,15.912323713302612
1000,10,0.5176610946655273
1000,50,0.522463321685791
1000,100,0.30358266830444336
1000,500,0.6984152793884277
1000,1000,1.1828672885894775
1000,5000,6.670856952667236
1000,10000,14.819727897644043
5000,10,0.5331571102142334
5000,50,0.3074328899383545
5000,100,0.27698183059692383
5000,500,0.9355566501617432
5000,1000,1.631091833114624
5000,5000,9.252211570739746
5000,10000,23.084775924682617
10000,10,0.5558750629425049
10000,50,0.2133777141571045
10000,100,0.34569764137268066
10000,500,1.2445290088653564
10000,1000,2.445375919342041
10000,5000,12.635315418243408
50000,10,0.8383150100708008
50000,50,0.611412763595581
50000,100,0.7948207855224609
50000,500,2.575997829437256
50000,1000,4.987293004989624
100000,10,0.2967979907989502
100000,50,0.7257547378540039
100000,100,1.1127610206604004
100000,500,3.592773914337158
50000,10,2.2117855548858643
50000,50,1.4947741031646729
50000,100,2.5929811000823975
