rows,cols,time
1,30,0.06419587135314941
23,30,3.584543943405152
230,30,4.006959199905396
2306,30,3.509451150894165
4600,30,3.0988199710845947
11500,30,3.0827579498291016
23000,30,3.312248706817627
45000,30,3.138495922088623
112293,30,4.556663990020752
230923,30,4.116467952728272
461844,30,4.489276885986328
1160406,30,8.248966217041017
