rows,cols,time
0,0,0
2306,30,1.2801017761230469
4600,30,1.3037350177764893
11500,30,1.848805904388428
23000,30,2.698326110839844
45000,30,1.6694819927215576
112293,30,1.9469649791717532
230923,30,2.4249210357666016
461844,30,3.767575979232788
1160406,30,8.455374956130981
