rows,cols,time
1,30,0.0015399456024169922
23,30,0.2291131019592285
230,30,0.1466832160949707
2306,30,0.32610297203063965
4600,30,0.4088582992553711
11500,30,0.7510409355163574
23000,30,0.70465087890625
45000,30,0.8446593284606934
112293,30,0.7647411823272705
230923,30,0.9638171195983888
461844,30,1.43381667137146
1160406,30,3.051455020904541
