rows,cols,time
1,30,0.011573076248168944
23,30,4.151585102081299
230,30,3.0313720703125
2306,30,2.715526819229126
4600,30,2.8072640895843506
11500,30,3.3566210269927983
23000,30,3.3384220600128174
45000,30,2.695068120956421
112293,30,2.787362098693848
230923,30,2.7009310722351074
461844,30,3.1448891162872314
1160406,30,5.606529951095581
